# index, _pos
3070,"array([ 0.16134188, -1.47052751])"
3071,"array([ 0.3363268 , -1.33766095])"
3072,"array([ 0.1776339 , -1.44010713])"
3073,"array([ 0.14419079, -1.40221681])"
3074,"array([ 0.35507245, -1.27770398])"
3075,"array([ 0.29772366, -1.25653845])"
3076,"array([ 0.15444129, -1.2415155 ])"
3077,"array([ 0.30489803, -0.76850894])"
3078,"array([ 0.1496136 , -0.61373151])"
3079,"array([-0.08171619, -0.59622567])"
3080,"array([ 0.03968825, -1.38784308])"
3081,"array([ 0.20999337, -1.46646332])"
3082,"array([ 0.25152957, -1.36287756])"
3083,"array([ 0.38833115, -1.30083923])"
3084,"array([ 0.2189095 , -1.54715136])"
3085,"array([ 0.39556204, -1.2763226 ])"
3086,"array([ 0.37721001, -1.35273707])"
3087,"array([ 0.21891689, -1.39307115])"
3088,"array([ 0.33236537, -1.25396045])"
3089,"array([ 0.15679631, -1.50590131])"
3090,"array([ 0.18352637, -1.29554876])"
3091,"array([ 0.16309903, -1.31497437])"
3092,"array([ 0.18707422, -0.66477613])"
3093,"array([-0.28180792, -0.56436584])"
3094,"array([-0.38957724, -0.73946809])"
3095,"array([-0.27359214, -0.73132329])"
3096,"array([ 0.22050134, -0.74783367])"
3097,"array([ 0.12081485, -1.00852591])"
3098,"array([ 0.08757238, -1.03831737])"
3099,"array([ 0.08372884, -1.05660421])"
3100,"array([ 0.21608372, -0.26610737])"
3101,"array([ 0.22414784, -1.33075991])"
3102,"array([ 0.19174377, -1.36108477])"
3103,"array([-0.32654153, -1.13845109])"
3104,"array([-0.00200278, -0.62454011])"
3105,"array([-0.02771511, -1.31798402])"
3106,"array([ 0.16533764, -0.41089701])"
3107,"array([ 0.24670812, -0.42152596])"
3108,"array([-0.01662435, -0.85925969])"
3109,"array([-0.01387713, -0.70782022])"
3110,"array([-0.06164603, -1.41066159])"
3111,"array([-0.32651577, -0.58982714])"
3112,"array([ 0.20728492, -0.20738085])"
3113,"array([ 0.37408565, -0.79568897])"
3114,"array([ 0.07776301, -0.74300982])"
3115,"array([-0.05730231, -0.76252932])"
3116,"array([-0.08793402, -0.61252594])"
3117,"array([-0.32215946, -0.56697934])"
3118,"array([ 0.28158005, -0.51506579])"
3119,"array([ 0.29079902, -0.52886162])"
3120,"array([ 0.35582798, -0.41302515])"
3121,"array([-0.04845281, -0.73458211])"
3122,"array([ 0.3254218 , -0.44531587])"
3123,"array([ 0.139037  , -0.66228827])"
3124,"array([ 0.13119575, -0.67443777])"
3125,"array([-0.11481434, -1.30767005])"
3126,"array([-0.0053196 , -0.46915713])"
3127,"array([ 0.2035476, -0.6657749])"
3128,"array([ 0.18141014, -0.69351075])"
3129,"array([ 0.21048376, -0.68376258])"
3130,"array([-0.02278475, -0.47434757])"
3131,"array([-0.02967813, -0.653369  ])"
3132,"array([-0.03447841, -1.15490423])"
3133,"array([-0.25768552, -0.55815025])"
3134,"array([-0.24641413, -0.57234906])"
3135,"array([ 0.12030181, -1.35485035])"
3136,"array([ 0.30334427, -1.31810022])"
3137,"array([ 0.28443979, -1.2919883 ])"
3138,"array([ 0.15486368, -0.4927947 ])"
3139,"array([-0.01866896, -0.40865189])"
3140,"array([-0.10315421, -0.3595734 ])"
3141,"array([ 0.22281173, -0.72792962])"
3142,"array([ 0.18295338, -0.44661143])"
3143,"array([-0.10828177, -1.38213242])"
3144,"array([-0.3400933 , -0.54163822])"
3145,"array([ 0.16308596, -1.07477659])"
3146,"array([ 0.19198882, -0.60638788])"
3147,"array([ 0.20274838, -0.61838071])"
3148,"array([-0.02346865, -0.72805292])"
3149,"array([ 0.18273023, -0.71928145])"
3150,"array([ 0.15424888, -0.05985843])"
3151,"array([ 0.12622335, -0.05788709])"
3152,"array([-0.03931044, -1.38776264])"
3153,"array([ 0.20902298, -0.38919104])"
3154,"array([ 0.05450828, -0.89399569])"
3155,"array([-0.15401886, -0.7619381 ])"
3156,"array([-0.02675096, -0.43864163])"
3157,"array([ 0.32768949, -0.2620796 ])"
3158,"array([-0.31878722, -0.67937935])"
3159,"array([ 0.23069968, -0.86399404])"
3160,"array([ 0.1202717 , -0.21454642])"
3161,"array([-0.06452277, -0.72764385])"
3162,"array([-0.31617742, -0.81437826])"
3163,"array([ 0.26794052, -0.84926894])"
3164,"array([ 0.26661242, -0.82369867])"
3165,"array([-0.17396748, -1.45615887])"
3166,"array([ 0.18686584, -1.46395126])"
3167,"array([ 0.19396887, -1.56015355])"
3168,"array([ 0.0260929 , -1.19114998])"
3169,"array([-0.43171301, -0.50458959])"
3170,"array([-0.2525815 , -1.16107607])"
3171,"array([ 0.32658589, -0.75644166])"
3172,"array([ 0.40319212, -0.24036306])"
3173,"array([ 0.13837178, -0.99304563])"
3174,"array([ 0.13946758, -0.23027097])"
3175,"array([ 0.20173739, -0.04120546])"
3176,"array([ 0.18506827, -0.24186447])"
3177,"array([ 0.21249638, -0.18002995])"
3178,"array([ 0.17537505, -0.211338  ])"
3179,"array([ 0.2910908 , -0.22853852])"
3180,"array([ 0.14504221, -1.07766016])"
3181,"array([ 0.30959071, -0.80142613])"
3182,"array([-0.02785141, -1.02555768])"
3183,"array([-0.08402559, -0.83289055])"
3184,"array([ 0.05363155, -0.7889421 ])"
3185,"array([ 0.21903774, -0.84372834])"
3186,"array([ 0.19026279, -0.8459302 ])"
3187,"array([ 0.06887466, -0.80591437])"
3188,"array([-0.05911695, -0.82957448])"
3189,"array([-0.01009329, -0.99627506])"
3190,"array([-0.28563146, -0.59369972])"
3191,"array([ 0.29240825, -0.62628096])"
3192,"array([ 0.28256793, -0.6092925 ])"
3193,"array([ 0.06343466, -1.33747372])"
3194,"array([ 0.14453181, -0.20848617])"
3195,"array([-0.55410666, -0.84594671])"
3196,"array([-0.01034508, -0.88322108])"
3197,"array([-0.29202424, -0.78726446])"
3198,"array([ 0.18860413, -0.41797731])"
3199,"array([-0.27849228, -0.70234832])"
3200,"array([-2.10099860e-04, -6.70784029e-01])"
3201,"array([ 0.34434209, -1.37368029])"
3202,"array([ 0.21407731, -0.86074416])"
3203,"array([-0.2428005 , -1.30327303])"
3204,"array([-0.12415684, -1.13984068])"
3205,"array([-0.25067459, -0.66017251])"
3206,"array([ 0.03398631, -1.02393842])"
3207,"array([ 0.18875636, -0.17170003])"
3208,"array([ 0.08563926, -0.8235454 ])"
3209,"array([ 0.36052674, -0.30169255])"
3210,"array([-0.48481102, -0.6801173 ])"
3211,"array([ 0.1535742 , -0.10466847])"
3212,"array([ 0.2105209 , -1.04054319])"
3213,"array([ 0.1405992 , -0.97457734])"
3214,"array([-0.18318551, -0.74879422])"
3215,"array([-0.23891664, -0.70889053])"
3216,"array([ 0.12507624, -0.80988958])"
3217,"array([-0.00451735, -1.09513398])"
3218,"array([ 0.00880635, -1.08335954])"
3219,"array([ 0.02306401, -1.06171434])"
3220,"array([-0.48885164, -0.70504613])"
3221,"array([ 0.30306214, -0.29806932])"
3222,"array([ 0.14113776, -0.07261789])"
3223,"array([-0.40889174, -0.5049842 ])"
3224,"array([ 0.15866939, -0.91203862])"
3225,"array([ 0.168867  , -0.89857407])"
3226,"array([ 0.02102897, -1.00870524])"
3227,"array([ 0.00731544, -0.99499833])"
3228,"array([-0.01782585, -1.29703822])"
3229,"array([ 0.33292094, -0.9796459 ])"
3230,"array([-0.27399322, -0.77534593])"
3231,"array([ 0.33004602, -0.33284246])"
3232,"array([-0.23653448, -1.34265155])"
3233,"array([-0.00598484, -0.82692191])"
3234,"array([ 0.32380301, -0.96308621])"
3235,"array([-0.21955978, -1.34755472])"
3236,"array([ 0.2643081 , -1.07180586])"
3237,"array([ 0.27033122, -1.05274091])"
3238,"array([ 0.08735672, -1.21821699])"
3239,"array([ 0.15939562, -1.12631181])"
3240,"array([ 0.17907933, -1.11561232])"
3241,"array([ 0.15883801, -1.04297929])"
3242,"array([ 0.00188656, -0.96046647])"
3243,"array([-0.00415763, -0.93293524])"
3244,"array([-0.41025194, -0.56973226])"
3245,"array([-0.32502787, -1.3018135 ])"
3246,"array([-0.32377993, -0.5343638 ])"
3247,"array([ 0.18755052, -0.87062554])"
3248,"array([ 0.16596611, -0.84956126])"
3249,"array([ 0.35672162, -0.46121957])"
3250,"array([-0.0222931 , -1.39864873])"
3251,"array([ 0.3157447 , -0.98652209])"
3252,"array([-0.19659737, -0.73797265])"
3253,"array([ 0.16465798, -0.07274867])"
3254,"array([ 0.24996512, -1.02255367])"
3255,"array([ 0.23032354, -1.17811398])"
3256,"array([ 0.23791207, -1.15778444])"
3257,"array([ 0.21315841, -1.16635677])"
3258,"array([ 0.25056245, -1.13954633])"
3259,"array([ 0.25101161, -1.1730894 ])"
3260,"array([ 0.26153024, -1.15575391])"
3261,"array([ 0.24131534, -1.09333256])"
3262,"array([ 0.17964693, -1.06708849])"
3263,"array([-0.44108095, -0.69520492])"
3264,"array([-0.15174085, -1.45380277])"
3265,"array([ 0.21578972, -0.14007537])"
3266,"array([ 0.28202354, -0.96210814])"
3267,"array([-0.22809095, -1.26066403])"
3268,"array([-0.05848929, -1.24641607])"
3269,"array([ 0.35697764, -0.28488161])"
3270,"array([-0.2639212 , -0.57302904])"
3271,"array([ 0.43995218, -0.79838935])"
3272,"array([ 0.03865396, -1.10122394])"
3273,"array([ 0.2921671 , -1.11425365])"
3274,"array([ 0.2884661, -1.134984 ])"
3275,"array([-0.04169831, -0.48105656])"
3276,"array([-0.03580168, -0.45863316])"
3277,"array([-0.24878154, -0.64416988])"
3278,"array([-0.01667757, -0.50621263])"
3279,"array([-0.40695857, -0.5537369 ])"
3280,"array([-0.06004946, -0.39875483])"
3281,"array([ 0.14969754, -1.02254316])"
3282,"array([ 0.18363316, -1.04296949])"
3283,"array([-0.03434872, -0.8671679 ])"
3284,"array([ 0.21323297, -0.71331536])"
3285,"array([ 0.36140389, -0.72794681])"
3286,"array([ 0.3265435 , -0.73897911])"
3287,"array([-0.19752115, -1.433506  ])"
3288,"array([-0.1253826 , -0.83696362])"
3289,"array([-0.14616778, -0.82853429])"
3290,"array([-0.13047069, -0.86613363])"
3291,"array([-0.16837676, -0.85143178])"
3292,"array([-0.03149814, -1.04544061])"
3293,"array([-2.34189355,  0.92084589])"
3294,"array([-2.04687497,  0.57384568])"
3295,"array([-2.07526629,  0.56024686])"
3296,"array([-2.14640121,  1.09167214])"
3297,"array([-2.12380137,  1.0164561 ])"
3298,"array([-2.21805516,  0.66781054])"
3299,"array([-2.25501377,  0.6986624 ])"
3300,"array([-1.63809256,  0.55373853])"
3301,"array([-1.68277665,  0.60790376])"
3302,"array([-1.9102071 ,  1.03115721])"
3303,"array([-2.62605055,  0.83811403])"
3304,"array([-2.56898082,  0.84547219])"
3305,"array([-2.59912637,  0.85308045])"
3306,"array([-2.54125897,  0.82863662])"
3307,"array([-2.46788885,  0.74768462])"
3308,"array([-1.97590578,  0.68937865])"
3309,"array([-2.14979391,  1.02740747])"
3310,"array([-2.11731388,  0.98350633])"
3311,"array([-2.14294887,  0.87291714])"
3312,"array([-2.17389329,  0.83872953])"
3313,"array([-2.11017703,  0.6574483 ])"
3314,"array([-2.14131919,  0.64705608])"
3315,"array([-2.70961925,  0.76283631])"
3316,"array([-2.44519131,  0.68978546])"
3317,"array([-2.34128398,  0.67166863])"
3318,"array([-1.56084833,  0.59904144])"
3319,"array([-2.56795069,  0.94462937])"
3320,"array([-2.52645444,  0.48164392])"
3321,"array([-2.22245878,  0.85490006])"
3322,"array([-1.87991229,  0.66416649])"
3323,"array([-1.89993545,  0.67494575])"
3324,"array([-1.95526538,  1.04619977])"
3325,"array([-2.16559417,  1.1451456 ])"
3326,"array([-2.16470605,  1.06379426])"
3327,"array([-2.31668239,  0.92871291])"
3328,"array([-2.27968226,  0.87467371])"
3329,"array([-2.36026906,  0.74829546])"
3330,"array([-1.94476861,  0.7607651 ])"
3331,"array([-1.99434353,  0.71080595])"
3332,"array([-2.07444319,  1.001541  ])"
3333,"array([-2.077786  ,  0.93410725])"
3334,"array([-2.06740919,  0.54169978])"
3335,"array([-2.23956078,  0.6815664 ])"
3336,"array([-2.22394463,  0.69557525])"
3337,"array([-1.78711545,  0.99330268])"
3338,"array([-2.00031912,  1.05825389])"
3339,"array([-2.29250393,  0.34265935])"
3340,"array([-1.9489672 ,  0.95737668])"
3341,"array([-1.93123248,  0.9947111 ])"
3342,"array([-1.95726463,  0.97708919])"
3343,"array([-2.60996675,  0.83027045])"
3344,"array([-2.50397626,  0.77971115])"
3345,"array([-1.80544982,  0.64294545])"
3346,"array([-2.48910219,  0.49924586])"
3347,"array([-1.71424738,  1.05454576])"
3348,"array([-1.74838697,  0.96881729])"
3349,"array([-1.75436829,  1.05392557])"
3350,"array([-2.33230927,  0.82069054])"
3351,"array([-2.2443489 ,  0.78255367])"
3352,"array([-2.36416964,  0.586233  ])"
3353,"array([-2.00084635,  1.15538888])"
3354,"array([-2.68290208,  0.71450239])"
3355,"array([-2.64754311,  0.72748603])"
3356,"array([-2.08581882,  1.08180259])"
3357,"array([-2.10290056,  1.03061571])"
3358,"array([-2.29409645,  0.92303573])"
3359,"array([-2.25777601,  0.86058752])"
3360,"array([-2.43958115,  0.48862506])"
3361,"array([-2.35894441,  0.50440931])"
3362,"array([-2.2681578 ,  0.48986983])"
3363,"array([-2.31460771,  0.12840985])"
3364,"array([-2.37719669,  0.22206851])"
3365,"array([-2.42605649,  0.67700111])"
3366,"array([-2.46126781,  0.67071501])"
3367,"array([-1.8473879 ,  1.05010159])"
3368,"array([-1.86902741,  1.03257322])"
3369,"array([-1.8881895 ,  0.99583957])"
3370,"array([-1.87576137,  1.06462322])"
3371,"array([-2.03739149,  0.9655287 ])"
3372,"array([-1.54733793,  0.74301453])"
3373,"array([-2.82629628,  0.78012145])"
3374,"array([-2.84178627,  0.73268592])"
3375,"array([-2.84695724,  0.77630028])"
3376,"array([-2.74524641,  0.70849831])"
3377,"array([-2.47023619,  1.12121914])"
3378,"array([-2.28501994,  0.52298728])"
3379,"array([-2.30422073,  0.50483833])"
3380,"array([-2.30385692,  0.53511138])"
3381,"array([-1.39301461,  0.86052739])"
3382,"array([-2.34467104,  0.99115206])"
3383,"array([-2.67004256,  0.49534646])"
3384,"array([-2.68174134,  0.86789008])"
3385,"array([-1.40533383,  0.82104654])"
3386,"array([-1.55001374,  0.52693935])"
3387,"array([-1.53980231,  0.70439409])"
3388,"array([-2.02476127,  0.56644966])"
3389,"array([-1.97114721,  0.75321777])"
3390,"array([-1.9378766 ,  0.60192109])"
3391,"array([-2.83714761,  0.69172291])"
3392,"array([-2.32440519,  0.658946  ])"
3393,"array([-2.36231163,  0.66722642])"
3394,"array([-2.55690726,  0.52492983])"
3395,"array([-2.27993509,  0.94506432])"
3396,"array([-2.7531048 ,  0.81360085])"
3397,"array([-2.74379219,  0.83347104])"
3398,"array([-2.73685787,  0.78678382])"
3399,"array([-2.47426773,  0.99646293])"
3400,"array([-1.66352055,  1.18952105])"
3401,"array([-1.67345539,  1.15406214])"
3402,"array([-1.69284624,  1.10288094])"
3403,"array([-1.78898631,  0.67156365])"
3404,"array([-1.71388501,  1.17770936])"
3405,"array([-1.59715511,  1.23123429])"
3406,"array([-2.48290067,  1.04892469])"
3407,"array([-2.50392078,  1.03079681])"
3408,"array([-2.42922094,  1.02320541])"
3409,"array([-2.41171964,  1.02451144])"
3410,"array([-2.47598124,  1.01720487])"
3411,"array([-2.41204355,  0.99003743])"
3412,"array([-2.60966579,  0.8939203 ])"
3413,"array([-2.00525117,  0.95865383])"
3414,"array([-2.49100382,  0.85342355])"
3415,"array([-2.59732343,  0.81041927])"
3416,"array([-2.86615348,  0.75765959])"
3417,"array([-2.84916847,  0.75279254])"
3418,"array([-2.51639762,  0.96720817])"
3419,"array([-2.44892456,  0.7939481 ])"
3420,"array([-2.42451398,  0.74811957])"
3421,"array([-2.31040792,  0.706352  ])"
3422,"array([-2.47270078,  0.93483818])"
3423,"array([-2.00433152,  1.19357449])"
3424,"array([-2.03007816,  1.2466978 ])"
3425,"array([-1.99479264,  1.21701081])"
3426,"array([-2.0207506 ,  1.21503572])"
3427,"array([-1.96611329,  1.02184232])"
3428,"array([-1.80050715,  0.94746851])"
3429,"array([-1.81923118,  0.93501277])"
3430,"array([-2.89702342,  0.76204299])"
3431,"array([-2.82049967,  0.75362375])"
3432,"array([-2.71935514,  0.72251199])"
3433,"array([-2.14983903,  1.13564163])"
3434,"array([-1.93708272,  1.08021896])"
3435,"array([-2.06721729,  0.67924575])"
3436,"array([-2.04677318,  1.01962343])"
3437,"array([-2.66170544,  0.75598885])"
3438,"array([-2.59181498,  0.74888907])"
3439,"array([-2.09381394,  1.16572357])"
3440,"array([-2.24944354,  0.72185108])"
3441,"array([-2.27651672,  0.69036006])"
3442,"array([-2.66938713,  0.90438514])"
3443,"array([-2.32342362,  0.99403067])"
3444,"array([-2.69408349,  0.92644394])"
3445,"array([-1.57416392,  0.51452177])"
3446,"array([-1.64916587,  0.57004987])"
3447,"array([-1.54606078,  0.50315437])"
3448,"array([-1.56662052,  0.48971191])"
3449,"array([-1.6280514 ,  0.43898212])"
3450,"array([-1.89319292,  1.0460645 ])"
3451,"array([-2.72769985,  0.89660729])"
3452,"array([-2.61034762,  1.00899845])"
3453,"array([-1.84752337,  0.72135491])"
3454,"array([-1.86490676,  0.69453362])"
3455,"array([-2.10680435,  0.89820186])"
3456,"array([-1.73880261,  1.17015648])"
3457,"array([-1.74951   ,  1.19924151])"
3458,"array([-1.72942963,  1.20310506])"
3459,"array([-2.20435821,  1.0750472 ])"
3460,"array([-2.1402934 ,  0.99537104])"
3461,"array([-2.25173245,  1.08156274])"
3462,"array([-2.22666039,  1.06318506])"
3463,"array([-2.21535004,  1.04097398])"
3464,"array([-2.18574897,  1.02929294])"
3465,"array([-2.19074375,  1.05291283])"
3466,"array([-2.31117144,  0.80531007])"
3467,"array([-2.53631863,  0.80168463])"
3468,"array([-2.59013516,  0.83499096])"
3469,"array([-2.53428733,  0.78257006])"
3470,"array([-2.52455988,  0.79317793])"
3471,"array([-2.21229555,  0.82798844])"
3472,"array([-2.43414976,  0.76368411])"
3473,"array([-1.55523002,  0.57899078])"
3474,"array([-1.9561339 ,  0.68089087])"
3475,"array([-2.33768902,  0.11259027])"
3476,"array([-1.59830523,  0.3985268 ])"
3477,"array([-2.14809164,  0.97586157])"
3478,"array([-2.12825539,  0.96425896])"
3479,"array([-2.57918984,  0.86265117])"
3480,"array([-2.47318922,  1.08925893])"
3481,"array([-2.49335765,  1.11559409])"
3482,"array([-2.50783431,  0.63966465])"
3483,"array([-2.50068559,  0.68191504])"
3484,"array([-2.1131483 ,  0.93658229])"
3485,"array([-2.06887723,  1.02397753])"
3486,"array([-2.03619664,  1.11777489])"
3487,"array([-2.05540353,  1.17047736])"
3488,"array([-2.36099594,  0.86768126])"
3489,"array([-1.62481438,  0.50018709])"
3490,"array([-2.42503133,  0.9558157 ])"
3491,"array([-2.40357088,  0.95861364])"
3492,"array([-1.78212764,  1.21450498])"
3493,"array([-2.67802696,  1.01990138])"
3494,"array([-2.66300176,  1.03878697])"
3495,"array([-2.64409086,  1.05396028])"
3496,"array([-2.70794413,  1.03137982])"
3497,"array([-2.6082079 ,  0.98377199])"
3498,"array([-2.37405165,  0.8066252 ])"
3499,"array([-2.65176177,  1.00534968])"
3500,"array([-2.64325799,  1.01866497])"
3501,"array([-2.63009857,  1.02792505])"
3502,"array([-2.51709732,  0.83460601])"
3503,"array([-2.49768825,  0.81693021])"
3504,"array([-2.07750021,  0.85625411])"
3505,"array([-2.12437322,  1.1084226 ])"
3506,"array([-2.11707962,  1.08074913])"
3507,"array([-1.90462049,  1.21028705])"
3508,"array([-1.94104191,  1.28243862])"
3509,"array([-1.93630695,  1.22915014])"
3510,"array([-1.92438248,  1.18813286])"
3511,"array([-1.95432187,  1.20672284])"
3512,"array([-1.95188731,  1.16202911])"
3513,"array([-1.94587105,  1.25124974])"
3514,"array([-2.4184531 ,  0.84102191])"
3515,"array([-2.34866905,  0.84039539])"
3516,"array([-2.02194465,  0.97821239])"
3517,"array([-2.38969132,  1.03689854])"
3518,"array([-2.52677389,  1.08074221])"
3519,"array([-2.39653487,  1.01163601])"
3520,"array([-2.39439148,  1.07021585])"
3521,"array([-2.4990908,  0.7087645])"
3522,"array([-2.59272725,  0.66990474])"
3523,"array([-1.90324819,  1.07273881])"
3524,"array([-2.56947651,  0.97993743])"
3525,"array([-2.55308459,  0.95404786])"
3526,"array([-2.63268989,  0.81228826])"
3527,"array([-2.5667221 ,  0.77102596])"
3528,"array([-2.49388791,  0.94566469])"
3529,"array([-1.9315475 ,  1.03470031])"
3530,"array([-2.56906541,  0.62677437])"
